ID,Order,Family,Binomial,CommonName,Landmass,Date,Pathway,Method,Inv. Stage,A. Realm,N. Realm,References,Notes
1361,Rodentia,Dasyproctidae,Dasyprocta punctata,Central American Agouti,Gran Cayman Island,1890,Hunting,Release,Established,Panamanian,Panamanian,"Long 2003, Simberloff & Rejmanek 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012, Emmons 2016",
1362,Rodentia,Dasyproctidae,Dasyprocta punctata,Central American Agouti,Cuba Island,1930,Hunting,Release,Invasive,Panamanian,Panamanian,"Borroto-Páez 2009, Borroto-Páez & Mancina 2017",
1363,Cingulata,Dasypodidae,Dasypus novemcinctus,Nine-banded Armadillo,Saint Lucia Island,-500,"Hunting, Pet (L)","Escape, Release (L)",Established,Neotropical,Neotropical,"Wing 2008, Masseti 2011",
1364,Cingulata,Dasypodidae,Dasypus novemcinctus,Nine-banded Armadillo,Grenada Island,-40,"Hunting, Pet (L)","Escape, Release (L)",Established,Neotropical,Neotropical,"Wing 2008, Masseti 2011, Giovas et al, 2012",
1365,Cingulata,Dasypodidae,Dasypus novemcinctus,Nine-banded Armadillo,North America,1925,"Hunting, Pet, Zoo (L)","Escape, Release (L)",Invasive,Nearctic,Neotropical,"Long 2003, FWC 2019",
1366,Cingulata,Dasypodidae,Dasypus novemcinctus,Nine-banded Armadillo,Anchieta Island,1983,Zoo,Release,Invasive,Neotropical,Neotropical,"Bovendorp & Galetti 2007, Galetti et al. 2009, Bovendorp et al. 2013",
1367,Didelphimorphia,Didelphidae,Didelphis aurita,Brazilian Common Opossum,Anchieta Island,1983,Zoo,Release,Invasive,Neotropical,Neotropical,"Bovendorp & Galetti 2007, Galetti et al. 2009, Bovendorp et al. 2013",
1368,Didelphimorphia,Didelphidae,Didelphis marsupialis,American opossum,Grenada Island,-500,Hunting (L),Release (L),Invasive,Neotropical,Neotropical,"Long 2003, Wing 2008, Masseti 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012",They were probably introduced to those islands by colonists during the Ceramic period
1369,Didelphimorphia,Didelphidae,Didelphis marsupialis,American opossum,Saint Lucia Island,-500,Hunting (L),Release (L),Invasive,Neotropical,Neotropical,"Long 2003, Wing 2008, Clarke 2009, Masseti 2011, Borroto-Páez & Woods 2012, Giovas et al. 2012",They were probably introduced to those islands by colonists during the Ceramic period
1370,Didelphimorphia,Didelphidae,Didelphis marsupialis,American opossum,Dominica Island,,Hunting (L),Release (L),Invasive,Panamanian,Neotropical,"Long 2003, Borroto-Páez & Woods 2012",
1371,Didelphimorphia,Didelphidae,Didelphis marsupialis,American opossum,Martinique Island,1810,Hunting (L),Release (L),Invasive,Panamanian,Neotropical,"Long 2003, Lorvelec et al. 2007, Borroto-Páez & Woods 2012",
1372,Didelphimorphia,Didelphidae,Didelphis marsupialis,American opossum,Trinidad Island,-5000,Hunting (L),Release (L),Invasive,Neotropical,Neotropical,"Long 2003, Borroto-Páez & Woods 2012, Giovas et al. 2012",Likely introduced by the Taino
1373,Didelphimorphia,Didelphidae,Didelphis marsupialis,American opossum,Guadeloupe Main Island,550,Hunting (L),Release (L),Invasive,Panamanian,Neotropical,"Long 2003, Borroto-Páez & Woods 2012, Giovas et al. 2012",
1374,Didelphimorphia,Didelphidae,Didelphis marsupialis,American opossum,Mustique Island,,Hunting (L),Release (L),Invasive,Neotropical,Neotropical,"Long 2003, Clarke 2009, Borroto-Páez & Woods 2012",
1375,Didelphimorphia,Didelphidae,Didelphis marsupialis,American opossum,Bequia Island,,Hunting (L),Release (L),Invasive,Neotropical,Neotropical,"Long 2003, Clarke 2009, Borroto-Páez & Woods 2012",
