"Native_Species","Alien_Species","Cells_Native","Cells_Alien","Union_Cells","Overlapping_Cells"
"Lasiurus borealis","Myocastor coypus",149710,1878,151584,4
"Lasiurus cinereus","Myocastor coypus",637746,1878,639620,4
"Miniopterus schreibersii","Myocastor coypus",77870,1878,79267,481
"Myotis bechsteinii","Myocastor coypus",2400,1878,4188,90
"Myotis blythii","Myocastor coypus",77062,1878,78777,163
"Myotis brandtii","Myocastor coypus",210676,1878,212095,459
"Myotis capaccinii","Myocastor coypus",216,1878,2071,23
"Myotis daubentonii","Myocastor coypus",114513,1878,116228,163
"Myotis emarginatus","Myocastor coypus",40044,1878,41779,143
"Myotis mystacinus","Myocastor coypus",50823,1878,52323,378
"Myotis nattereri","Myocastor coypus",52885,1878,54738,25
"Myotis punicus","Myocastor coypus",27424,1878,29231,71
"Nyctalus leisleri","Myocastor coypus",5017,1878,6783,112
"Nyctalus noctula","Myocastor coypus",4570,1878,6378,70
"Pipistrellus abramus","Myocastor coypus",72362,1878,74239,1
"Pipistrellus kuhlii","Myocastor coypus",317221,1878,318599,500
"Pipistrellus nathusii","Myocastor coypus",9009,1878,10747,140
"Pipistrellus pipistrellus","Myocastor coypus",19311,1878,21020,169
"Pipistrellus pygmaeus","Myocastor coypus",4449,1878,6281,46
"Plecotus austriacus","Myocastor coypus",22835,1878,24214,499
"Plecotus macrobullaris","Myocastor coypus",24851,1878,26718,11
"Rhinolophus ferrumequinum","Myocastor coypus",221453,1878,222883,448
"Rhinolophus hipposideros","Myocastor coypus",116352,1878,117724,506
"Tadarida teniotis","Myocastor coypus",81382,1878,83148,112
"Vespertilio murinus","Myocastor coypus",416915,1878,418410,383
"Crocidura leucodon","Myocastor coypus",17879,1878,19602,155
"Crocidura suaveolens","Myocastor coypus",278686,1878,280272,292
"Erinaceus europaeus","Myocastor coypus",11979,1878,13855,2
"Erinaceus roumanicus","Myocastor coypus",12905,1878,14673,110
"Neomys anomalus","Myocastor coypus",748,1878,2557,69
"Neomys fodiens","Myocastor coypus",198461,1878,200166,173
"Sorex araneus","Myocastor coypus",128072,1878,129923,27
"Sorex minutus","Myocastor coypus",461791,1878,463468,201
"Suncus etruscus","Myocastor coypus",78968,1878,80659,187
"Talpa europaea","Myocastor coypus",60434,1878,61921,391
"Lepus corsicanus","Myocastor coypus",1014,1878,2880,12
"Lepus europaeus","Myocastor coypus",86063,1878,87871,70
"Lepus granatensis","Myocastor coypus",3860,1878,5731,7
"Lepus timidus","Myocastor coypus",1063618,1878,1065495,1
"Oryctolagus cuniculus","Myocastor coypus",7616,1878,9490,4
"Apodemus agrarius","Myocastor coypus",229784,1878,231274,388
"Apodemus sylvaticus","Myocastor coypus",53818,1878,55208,488
"Apodemus uralensis","Myocastor coypus",100942,1878,102795,25
"Arvicola amphibius","Myocastor coypus",263264,1878,264949,193
"Cricetulus migratorius","Myocastor coypus",280766,1878,282643,1
"Mesocricetus newtoni","Myocastor coypus",171,1878,1934,115
"Micromys minutus","Myocastor coypus",588088,1878,589398,568
"Microtus agrestis","Myocastor coypus",391472,1878,393233,117
"Microtus arvalis","Myocastor coypus",54447,1878,56248,77
"Microtus levis","Myocastor coypus",3280,1878,5100,58
"Microtus subterraneus","Myocastor coypus",1766,1878,3629,15
"Mus spicilegus","Myocastor coypus",1374,1878,3199,53
"Mus spretus","Myocastor coypus",38798,1878,40651,25
"Nannospalax leucodon","Myocastor coypus",466,1878,2260,84
"Rattus norvegicus","Myocastor coypus",2287,1878,4102,63
"Spermophilus citellus","Myocastor coypus",894,1878,2641,131
"Lontra canadensis","Myodes gapperi",261104,5780,266581,303
"Lynx canadensis","Myodes gapperi",589456,5780,589697,5539
"Martes americana","Myodes gapperi",424073,5780,429497,356
"Ursus americanus","Myodes gapperi",712093,5780,712244,5629
"Ursus maritimus","Myodes gapperi",465197,5780,465334,5643
"Vulpes lagopus","Myodes gapperi",526048,5780,531643,185
"Rangifer tarandus","Myodes gapperi",1419390,5780,1419632,5538
"Sorex cinereus","Myodes gapperi",540353,5780,542883,3250
"Lepus americanus","Myodes gapperi",32710,5780,38485,5
"Lepus arcticus","Myodes gapperi",1153,5780,6912,21
"Microtus pennsylvanicus","Myodes gapperi",609439,5780,610916,4303
"Asellia tridens","Nanger soemmerringii",706770,7,706770,7
"Barbastella barbastellus","Nasua nasua",141987,182,142002,167
"Eptesicus serotinus","Nasua nasua",565346,182,565360,168
"Hypsugo savii","Nasua nasua",208888,182,208894,176
"Miniopterus schreibersii","Nasua nasua",77870,182,78021,31
"Pipistrellus kuhlii","Nasua nasua",317221,182,317372,31
"Plecotus austriacus","Nasua nasua",22835,182,22978,39
"Rhinolophus ferrumequinum","Nasua nasua",221453,182,221601,34
"Rhinolophus hipposideros","Nasua nasua",116352,182,116499,35
"Tadarida teniotis","Nasua nasua",81382,182,81560,4
"Apodemus sylvaticus","Nasua nasua",53818,182,53971,29
"Mus spretus","Nasua nasua",38798,182,38864,116
"Canis aureus","Neovison vison",473410,7927,480818,519
"Canis lupus","Neovison vison",3440898,7927,3446050,2775
"Felis silvestris","Neovison vison",1245541,7927,1251374,2094
"Lutra lutra","Neovison vison",1710166,7927,1711157,6936
"Martes foina","Neovison vison",482970,7927,483273,7624
"Martes martes","Neovison vison",486442,7927,488997,5372
"Meles meles","Neovison vison",599196,7927,599453,7670
"Mustela erminea","Neovison vison",2854024,7927,2856058,5893
"Mustela lutreola","Neovison vison",2101,7927,9611,417
"Mustela nivalis","Neovison vison",3056825,7927,3057050,7702
"Mustela putorius","Neovison vison",393166,7927,393863,7230
"Ursus arctos","Neovison vison",1937891,7927,1945189,629
"Vormela peregusna","Neovison vison",390358,7927,398220,65
"Vulpes vulpes","Neovison vison",2913350,7927,2913542,7735
"Capra ibex","Neovison vison",1350,7927,9274,3
"Capra pyrenaica","Neovison vison",4375,7927,12229,73
"Capreolus capreolus","Neovison vison",413803,7927,414189,7541
"Cervus elaphus","Neovison vison",260445,7927,262213,6159
"Dama dama","Neovison vison",10326,7927,18161,92
"Rupicapra pyrenaica","Neovison vison",912,7927,8418,421
"Rupicapra rupicapra","Neovison vison",15891,7927,23702,116
"Sus scrofa","Neovison vison",1451051,7927,1451955,7023
"Barbastella barbastellus","Neovison vison",141987,7927,144480,5434
"Eptesicus nilssonii","Neovison vison",684870,7927,692496,301
"Eptesicus serotinus","Neovison vison",565346,7927,565537,7736
"Hypsugo savii","Neovison vison",208888,7927,211483,5332
"Miniopterus schreibersii","Neovison vison",77870,7927,84945,852
"Myotis bechsteinii","Neovison vison",2400,7927,10290,37
"Myotis blythii","Neovison vison",77062,7927,84975,14
"Myotis brandtii","Neovison vison",210676,7927,218599,4
"Myotis capaccinii","Neovison vison",216,7927,8142,1
"Myotis daubentonii","Neovison vison",114513,7927,122404,36
"Myotis emarginatus","Neovison vison",40044,7927,47954,17
"Myotis myotis","Neovison vison",505,7927,8428,4
"Myotis mystacinus","Neovison vison",50823,7927,58140,610
"Myotis punicus","Neovison vison",27424,7927,35349,2
"Nyctalus leisleri","Neovison vison",5017,7927,12906,38
"Nyctalus noctula","Neovison vison",4570,7927,12494,3
"Pipistrellus kuhlii","Neovison vison",317221,7927,324355,793
"Pipistrellus nathusii","Neovison vison",9009,7927,16899,37
"Pipistrellus pipistrellus","Neovison vison",19311,7927,27168,70
"Pipistrellus pygmaeus","Neovison vison",4449,7927,12375,1
"Plecotus auritus","Neovison vison",2168,7927,10090,5
"Plecotus austriacus","Neovison vison",22835,7927,29914,848
"Plecotus macrobullaris","Neovison vison",24851,7927,32673,105
"Rhinolophus euryale","Neovison vison",1874,7927,9795,6
"Rhinolophus ferrumequinum","Neovison vison",221453,7927,228556,824
"Rhinolophus hipposideros","Neovison vison",116352,7927,123497,782
"Tadarida teniotis","Neovison vison",81382,7927,89091,218
"Vespertilio murinus","Neovison vison",416915,7927,424714,128
"Crocidura leucodon","Neovison vison",17879,7927,25798,8
"Crocidura russula","Neovison vison",1073,7927,8997,3
"Crocidura suaveolens","Neovison vison",278686,7927,286442,171
"Erinaceus europaeus","Neovison vison",11979,7927,19842,64
"Erinaceus roumanicus","Neovison vison",12905,7927,20816,16
"Neomys anomalus","Neovison vison",748,7927,8673,2
"Neomys fodiens","Neovison vison",198461,7927,206372,16
"Sorex coronatus","Neovison vison",71,7927,7993,5
"Sorex minutus","Neovison vison",461791,7927,469576,142
"Suncus etruscus","Neovison vison",78968,7927,86112,783
"Talpa europaea","Neovison vison",60434,7927,67623,738
"Lepus corsicanus","Neovison vison",1014,7927,8934,7
"Lepus granatensis","Neovison vison",3860,7927,11784,3
"Lepus timidus","Neovison vison",1063618,7927,1071543,2
"Oryctolagus cuniculus","Neovison vison",7616,7927,15023,520
"Apodemus agrarius","Neovison vison",229784,7927,237692,19
"Apodemus sylvaticus","Neovison vison",53818,7927,60889,856
"Eliomys quercinus","Neovison vison",1091,7927,9017,1
"Glis glis","Neovison vison",1458,7927,9382,3
"Hystrix cristata","Neovison vison",123798,7927,131702,23
"Micromys minutus","Neovison vison",588088,7927,595482,533
"Microtus agrestis","Neovison vison",391472,7927,399308,91
"Microtus arvalis","Neovison vison",54447,7927,62287,87
"Microtus gerbei","Neovison vison",15,7927,7933,9
"Microtus savii","Neovison vison",149,7927,8065,11
"Mus spretus","Neovison vison",38798,7927,45349,1376
"Myodes glareolus","Neovison vison",30966,7927,38889,4
"Rattus norvegicus","Neovison vison",2287,7927,10207,7
"Sciurus vulgaris","Neovison vison",116243,7927,124167,3
"Spermophilus citellus","Neovison vison",894,7927,8820,1
"Canis lupus","Nyctereutes procyonoides",3440898,367,3441258,7
"Lutra lutra","Nyctereutes procyonoides",1710166,367,1710531,2
"Lynx lynx","Nyctereutes procyonoides",1473126,367,1473488,5
"Martes martes","Nyctereutes procyonoides",486442,367,486807,2
"Meles meles","Nyctereutes procyonoides",599196,367,599558,5
"Mustela erminea","Nyctereutes procyonoides",2854024,367,2854096,295
"Mustela nivalis","Nyctereutes procyonoides",3056825,367,3057190,2
"Mustela putorius","Nyctereutes procyonoides",393166,367,393525,8
"Vulpes vulpes","Nyctereutes procyonoides",2913350,367,2913712,5
"Alces alces","Nyctereutes procyonoides",1526569,367,1526934,2
"Capreolus capreolus","Nyctereutes procyonoides",413803,367,414166,4
"Cervus nippon","Nyctereutes procyonoides",17622,367,17967,22
"Sus scrofa","Nyctereutes procyonoides",1451051,367,1451416,2
"Eptesicus nilssonii","Nyctereutes procyonoides",684870,367,685235,2
"Eptesicus serotinus","Nyctereutes procyonoides",565346,367,565507,206
"Murina ussuriensis","Nyctereutes procyonoides",7515,367,7875,7
"Myotis bombinus","Nyctereutes procyonoides",16999,367,17360,6
"Pipistrellus abramus","Nyctereutes procyonoides",72362,367,72718,11
"Pipistrellus nathusii","Nyctereutes procyonoides",9009,367,9373,3
"Pipistrellus pipistrellus","Nyctereutes procyonoides",19311,367,19673,5
"Rhinolophus ferrumequinum","Nyctereutes procyonoides",221453,367,221813,7
"Erinaceus europaeus","Nyctereutes procyonoides",11979,367,12336,10
"Neomys fodiens","Nyctereutes procyonoides",198461,367,198827,1
"Sorex araneus","Nyctereutes procyonoides",128072,367,128438,1
"Sorex minutus","Nyctereutes procyonoides",461791,367,462157,1
"Macaca fuscata","Nyctereutes procyonoides",567,367,928,6
"Apodemus argenteus","Nyctereutes procyonoides",1585,367,1937,15
"Apodemus speciosus","Nyctereutes procyonoides",2244,367,2596,15
"Apodemus sylvaticus","Nyctereutes procyonoides",53818,367,54178,7
"Micromys minutus","Nyctereutes procyonoides",588088,367,588444,11
"Rattus rattus","Nyctereutes procyonoides",176048,367,176406,9
"Canis lupus","Odocoileus virginianus",3440898,729,3440898,729
"Felis silvestris","Odocoileus virginianus",1245541,729,1246268,2
"Lutra lutra","Odocoileus virginianus",1710166,729,1710166,729
"Lynx lynx","Odocoileus virginianus",1473126,729,1473813,42
"Martes foina","Odocoileus virginianus",482970,729,482970,729
"Martes martes","Odocoileus virginianus",486442,729,486774,397
"Meles meles","Odocoileus virginianus",599196,729,599196,729
"Mustela erminea","Odocoileus virginianus",2854024,729,2854024,729
"Mustela eversmanii","Odocoileus virginianus",615950,729,616489,190
"Mustela nivalis","Odocoileus virginianus",3056825,729,3056825,729
"Mustela putorius","Odocoileus virginianus",393166,729,393166,729
"Vulpes vulpes","Odocoileus virginianus",2913350,729,2913350,729
"Capreolus capreolus","Odocoileus virginianus",413803,729,413803,729
"Cervus elaphus","Odocoileus virginianus",260445,729,260445,729
"Sus scrofa","Odocoileus virginianus",1451051,729,1451051,729
"Barbastella barbastellus","Odocoileus virginianus",141987,729,142310,406
"Eptesicus nilssonii","Odocoileus virginianus",684870,729,684870,729
"Eptesicus serotinus","Odocoileus virginianus",565346,729,565346,729
"Myotis bechsteinii","Odocoileus virginianus",2400,729,3127,2
"Myotis blythii","Odocoileus virginianus",77062,729,77790,1
"Myotis brandtii","Odocoileus virginianus",210676,729,211326,79
"Myotis daubentonii","Odocoileus virginianus",114513,729,115239,3
"Myotis emarginatus","Odocoileus virginianus",40044,729,40771,2
"Myotis mystacinus","Odocoileus virginianus",50823,729,51505,47
"Myotis nattereri","Odocoileus virginianus",52885,729,53538,76
"Nyctalus leisleri","Odocoileus virginianus",5017,729,5744,2
"Pipistrellus nathusii","Odocoileus virginianus",9009,729,9732,6
"Pipistrellus pipistrellus","Odocoileus virginianus",19311,729,20030,10
"Pipistrellus pygmaeus","Odocoileus virginianus",4449,729,5172,6
"Plecotus austriacus","Odocoileus virginianus",22835,729,23511,53
"Rhinolophus ferrumequinum","Odocoileus virginianus",221453,729,222133,49
"Rhinolophus hipposideros","Odocoileus virginianus",116352,729,117029,52
"Vespertilio murinus","Odocoileus virginianus",416915,729,417598,46
"Crocidura leucodon","Odocoileus virginianus",17879,729,18607,1
"Crocidura suaveolens","Odocoileus virginianus",278686,729,279382,33
"Erinaceus europaeus","Odocoileus virginianus",11979,729,12670,38
"Erinaceus roumanicus","Odocoileus virginianus",12905,729,13629,5
"Neomys fodiens","Odocoileus virginianus",198461,729,199188,2
"Sorex minutus","Odocoileus virginianus",461791,729,462518,2
"Talpa europaea","Odocoileus virginianus",60434,729,61117,46
"Apodemus agrarius","Odocoileus virginianus",229784,729,230510,3
"Apodemus sylvaticus","Odocoileus virginianus",53818,729,54491,56
"Apodemus uralensis","Odocoileus virginianus",100942,729,101669,2
"Arvicola amphibius","Odocoileus virginianus",263264,729,263992,1
"Cricetus cricetus","Odocoileus virginianus",69467,729,70195,1
"Micromys minutus","Odocoileus virginianus",588088,729,588743,74
"Microtus arvalis","Odocoileus virginianus",54447,729,55174,2
"Ondatra zibethicus","Odocoileus virginianus",15052,729,15780,1
"Rattus norvegicus","Odocoileus virginianus",2287,729,3015,1
"Spermophilus citellus","Odocoileus virginianus",894,729,1622,1
"Mustela erminea","Ondatra zibethicus",2854024,20,2854038,6
"Erinaceus europaeus","Ondatra zibethicus",11979,20,11998,1
"Mustela erminea","Oreamnos americanus",2854024,235,2854258,1
"Ursus americanus","Oreamnos americanus",712093,235,712310,18
"Ursus arctos","Oreamnos americanus",1937891,235,1937903,223
"Odocoileus hemionus","Oreamnos americanus",355548,235,355782,1
"Peromyscus keeni","Oreamnos americanus",2947,235,3159,23
"Canis lupus","Oryctolagus cuniculus",3440898,3390,3444156,132
"Lutra lutra","Oryctolagus cuniculus",1710166,3390,1713421,135
"Lynx lynx","Oryctolagus cuniculus",1473126,3390,1476382,134
"Martes martes","Oryctolagus cuniculus",486442,3390,489694,138
"Meles meles","Oryctolagus cuniculus",599196,3390,602451,135
"Mustela erminea","Oryctolagus cuniculus",2854024,3390,2857153,261
"Mustela nivalis","Oryctolagus cuniculus",3056825,3390,3060035,180
"Mustela putorius","Oryctolagus cuniculus",393166,3390,396416,140
"Ursus arctos","Oryctolagus cuniculus",1937891,3390,1941280,1
"Vulpes vulpes","Oryctolagus cuniculus",2913350,3390,2916568,172
"Alces alces","Oryctolagus cuniculus",1526569,3390,1529826,133
"Capreolus capreolus","Oryctolagus cuniculus",413803,3390,417053,140
"Artibeus jamaicensis","Oryctolagus cuniculus",53196,3390,56500,86
"Austronomus australis","Oryctolagus cuniculus",270185,3390,272515,1060
"Chaerephon jobensis","Oryctolagus cuniculus",69993,3390,71360,2023
"Chalinolobus gouldii","Oryctolagus cuniculus",222713,3390,224058,2045
"Chalinolobus nigrogriseus","Oryctolagus cuniculus",46283,3390,47837,1836
"Chilonatalus macer","Oryctolagus cuniculus",3805,3390,7104,91
"Eptesicus nilssonii","Oryctolagus cuniculus",684870,3390,688124,136
"Eptesicus serotinus","Oryctolagus cuniculus",565346,3390,568604,132
"Hipposideros ater","Oryctolagus cuniculus",134893,3390,138174,109
"Hipposideros stenotis","Oryctolagus cuniculus",16998,3390,20163,225
"Macroderma gigas","Oryctolagus cuniculus",41063,3390,43251,1202
"Macroglossus minimus","Oryctolagus cuniculus",137801,3390,140864,327
"Mormopterus lumsdenae","Oryctolagus cuniculus",19951,3390,22841,500
"Myotis brandtii","Oryctolagus cuniculus",210676,3390,214000,66
"Myotis daubentonii","Oryctolagus cuniculus",114513,3390,117886,17
"Myotis mystacinus","Oryctolagus cuniculus",50823,3390,54165,48
"Myotis nattereri","Oryctolagus cuniculus",52885,3390,56200,75
"Nyctalus noctula","Oryctolagus cuniculus",4570,3390,7958,2
"Nyctiellus lepidus","Oryctolagus cuniculus",14,3390,3403,1
"Nyctophilus arnhemensis","Oryctolagus cuniculus",3086,3390,6475,1
"Nyctophilus geoffroyi","Oryctolagus cuniculus",286210,3390,287025,2575
"Pipistrellus nathusii","Oryctolagus cuniculus",9009,3390,12376,23
"Pipistrellus pipistrellus","Oryctolagus cuniculus",19311,3390,22696,5
"Scotorepens greyii","Oryctolagus cuniculus",154580,3390,155394,2576
"Vespadelus caurinus","Oryctolagus cuniculus",20600,3390,23633,357
"Vespadelus douglasorum","Oryctolagus cuniculus",94,3390,3483,1
"Vespadelus finlaysoni","Oryctolagus cuniculus",137992,3390,139338,2044
"Vespertilio murinus","Oryctolagus cuniculus",416915,3390,420260,45
"Planigale ingrami","Oryctolagus cuniculus",18277,3390,21604,63
"Sminthopsis macroura","Oryctolagus cuniculus",141687,3390,143575,1502
"Sminthopsis youngsoni","Oryctolagus cuniculus",26041,3390,29033,398
"Lagorchestes conspicillatus","Oryctolagus cuniculus",68475,3390,70112,1753
"Macropus agilis","Oryctolagus cuniculus",9630,3390,11004,2016
"Macropus antilopinus","Oryctolagus cuniculus",21756,3390,25081,65
"Macropus robustus","Oryctolagus cuniculus",246147,3390,246978,2559
